"Title","Type","Question_Text","Question_Label","Answer_Text","Number_Times_Answer_Selected","Number_Times_Question_Answered","Question_ID","Answer_ID"
"Indoor Environment - Occupant Survey: Lulu Hypermarket – Al Hilal","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">ACOUSTICS</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the overall acoustic (noise) conditions in the building?&nbsp;</span></p>","Acoustics 1","B. Neutral",2,111,1426029,4784059
"Indoor Environment - Occupant Survey: Lulu Hypermarket – Al Hilal","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">ACOUSTICS</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the overall acoustic (noise) conditions in the building?&nbsp;</span></p>","Acoustics 1","C. Unsatisfied",1,111,1426029,4784060
"Indoor Environment - Occupant Survey: Lulu Hypermarket – Al Hilal","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">ACOUSTICS:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the acoustic conditions in your space/office?</span></p>","Acoustics 2","A. Satisfied",103,110,1426030,4784061
"Indoor Environment - Occupant Survey: Lulu Hypermarket – Al Hilal","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">ACOUSTICS:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the acoustic conditions in your space/office?</span></p>","Acoustics 2","B. Neutral",6,110,1426030,4784062
"Indoor Environment - Occupant Survey: Lulu Hypermarket – Al Hilal","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">ACOUSTICS:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the acoustic conditions in your space/office?</span></p>","Acoustics 2","C. Unsatisfied",1,110,1426030,4784063
"Indoor Environment - Occupant Survey: Lulu Hypermarket – Al Hilal","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">ACOUSTICS:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the background noise generated from HVAC equipment or any other sources?</span></p>","Acoustics 3","A. Satisfied",107,110,1426031,4784064
"Indoor Environment - Occupant Survey: Lulu Hypermarket – Al Hilal","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">ACOUSTICS:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the background noise generated from HVAC equipment or any other sources?</span></p>","Acoustics 3","B. Neutral",3,110,1426031,4784065
"Indoor Environment - Occupant Survey: Lulu Hypermarket – Al Hilal","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">ACOUSTICS:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with the background noise generated from HVAC equipment or any other sources?</span></p>","Acoustics 3","C. Unsatisfied",0,110,1426031,4784066
"Indoor Environment - Occupant Survey: Lulu Hypermarket – Al Hilal","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">ACOUSTICS:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with any acoustic control measures in your space (workstation screens, sound absorption panels, …etc.)?</span></p>","Acoustics 4","A. Satisfied",103,110,1426032,4784067
"Indoor Environment - Occupant Survey: Lulu Hypermarket – Al Hilal","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">ACOUSTICS:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with any acoustic control measures in your space (workstation screens, sound absorption panels, …etc.)?</span></p>","Acoustics 4","B. Neutral",7,110,1426032,4784068
"Indoor Environment - Occupant Survey: Lulu Hypermarket – Al Hilal","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">ACOUSTICS:</span></strong></span></p>
<p><span style=""font-size: 18px;"">How satisfied are you with any acoustic control measures in your space (workstation screens, sound absorption panels, …etc.)?</span></p>","Acoustics 4","C. Unsatisfied",0,110,1426032,4784069
"Indoor Environment - Occupant Survey: Lulu Hypermarket – Al Hilal","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">ACOUSTICS:</span></strong></span></p>
<p><span style=""font-size: 18px;"">Have you experienced any health issues in relation to noise (hearing deficiency, headache, … etc.)?</span></p>","Acoustics 5","A. No",109,110,1426033,4784070
"Indoor Environment - Occupant Survey: Lulu Hypermarket – Al Hilal","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">ACOUSTICS:</span></strong></span></p>
<p><span style=""font-size: 18px;"">Have you experienced any health issues in relation to noise (hearing deficiency, headache, … etc.)?</span></p>","Acoustics 5","B. Yes",1,110,1426033,4784071
"Indoor Environment - Occupant Survey: Lulu Hypermarket – Al Hilal","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">ACOUSTICS:</span></strong></span></p>
<p><span style=""font-size: 18px;"">Do you feel that the noise has affected your productivity?&nbsp;</span></p>","Acoustics 6","A. No",109,110,1426038,4784080
"Indoor Environment - Occupant Survey: Lulu Hypermarket – Al Hilal","Survey","<p><span style=""font-size: 18px;""><strong><span style=""text-decoration: underline; color: #ff0000;"">ACOUSTICS:</span></strong></span></p>
<p><span style=""font-size: 18px;"">Do you feel that the noise has affected your productivity?&nbsp;</span></p>","Acoustics 6","B. Yes",1,110,1426038,4784081
